state,code,institution,state_full,cares_act,omnibus,amer_rescue_act,total_relief,endowment
CA,02338500,Glendale Career College,California,2025197,0,0,2025197,0
MI,01262700,Thomas M. Cooley Law School,Michigan,405235,566834,1048000,2020069,0
MD,00209200,St. John'S College,Maryland,398355,571777,1049000,2019132,0
PA,02529800,Wilkes Barre Area Career And Technical Center Practical Nursing Prgm,Pennsylvania,335061,601805,1080000,2016866,0
IA,00185500,Des Moines University - Osteopathic Medical Center,Iowa,422290,557988,1032000,2012278,0
PA,01260600,Empire Beauty School,Pennsylvania,2008780,0,0,2008780,0
FL,03373300,Beacon College,Florida,405430,582246,1018000,2005676,0
NY,01167000,Yeshiva Of Nitra Rabbinical College,New York,386639,589386,1022000,1998025,0
PA,00966400,Empire Beauty School,Pennsylvania,1988069,0,0,1988069,0
CA,01215400,California Institute Of Integral Studies,California,352356,577600,1050000,1979956,0
CT,01242500,Stone Academy,Connecticut,1976921,0,0,1976921,0
NY,01229300,Veeb Nassau County School Of Practical Nursing,New York,391740,578090,1003000,1972830,0
NJ,02523700,Ocean County Vocational - Technical Schools,New Jersey,380824,578987,1010000,1969811,0
OH,02246300,Ross Medical Education Center,Ohio,1965598,0,0,1965598,0
IL,00170800,Lincoln Christian University,Illinois,332245,592346,1041000,1965591,0
CA,04149700,Homestead Schools,California,309756,605232,1050000,1964988,0
WI,02453500,Medical College Of Wisconsin,Wisconsin,386216,552026,1020000,1958242,937909000
PR,03751300,Escuela Hotelera De San Juan,Puerto Rico,1955007,0,0,1955007,0
OH,02192100,Butler Technology And Career Development Schools,Ohio,292763,602897,1057000,1952660,0
FL,03035900,National Aviation Academy,Florida,1950415,0,0,1950415,0
IL,01071000,Capital Area Career Center,Illinois,371962,571192,989000,1932154,0
CA,01111200,Fashion Institute Of Design & Merchandising,California,1931729,0,0,1931729,0
AZ,02065300,Prescott College,Arizona,301297,589575,1036000,1926872,0
NY,01235800,Plaza College,New York,1926657,0,0,1926657,0
ME,00945900,Empire Beauty School,Maine,1925983,0,0,1925983,0
MN,01232800,Northwestern Health Sciences University,Minnesota,388538,543636,989000,1921174,0
VA,02175800,Centra College,Virginia,229579,610634,1070000,1910213,0
CA,01036500,Charles R. Drew University Of Medicine And Science,California,360477,554830,988000,1903307,0
TX,00357900,Jacksonville College,Texas,283804,585060,1034000,1902864,0
MN,00575900,Northwest Technical College - Bemidji,Minnesota,192242,618678,1088000,1898920,0
PA,02330300,Lebanon County Career And Technology Center,Pennsylvania,336929,504439,1053000,1894368,0
NY,02146000,Wayne - Finger Lakes Boces,New York,362846,560471,971000,1894317,0
AZ,02218800,Brookline College,Arizona,1890270,0,0,1890270,0
ND,00299500,Dakota College At Bottineau,North Dakota,234429,599989,1055000,1889418,0
UT,04121700,Dixie Technical College,Utah,202805,571074,1113000,1886879,0
NY,00751800,Apex Technical School,New York,1885989,0,0,1885989,0
TN,00535700,Tennessee College Of Applied Technology Crump,Tennessee,274881,559948,1051000,1885829,0
OK,00996400,Central Technology Center School District No. 3,Oklahoma,142537,623028,1120000,1885565,0
PA,00533500,Central Pennsylvania Institute Of Science And Technology,Pennsylvania,369675,552704,962000,1884379,0
FL,00752500,Riveroak Technical College,Florida,269159,532525,1082000,1883684,0
PR,03531300,Universidad Pentecostal Mizpa,Puerto Rico,301648,577248,1002000,1880896,0
OR,00320800,Bushnell University,Oregon,292486,574500,1011000,1877986,0
OH,00486600,Stautzenberger College,Ohio,1866592,0,0,1866592,0
FL,03079900,City College,Florida,292345,572965,994000,1859310,0
CA,02358000,Thomas Aquinas College,California,354873,519039,984000,1857912,0
NY,02179400,Eastern Suffolk Boces,New York,273593,524450,1056000,1854043,0
GA,03076300,Beulah Heights University,Georgia,295126,565763,992000,1852889,0
NM,03206300,Mesalands Community College,New Mexico,198978,593738,1060000,1852716,0
OK,02060800,"Meridian Technology Center, School District Number 16",Oklahoma,302793,556129,993000,1851922,0
VA,02140000,Riverside College Of Health Careers,Virginia,346191,546629,956000,1848820,0
OH,00648700,Aultman College Of Nursing And Health Sciences,Ohio,295724,563861,983000,1842585,0
OH,02117300,Great Oaks Career Campuses-Scarlet Oaks,Ohio,332099,528952,979000,1840051,0
TN,01216400,Tennessee College Of Applied Technology Ripley,Tennessee,226994,470019,1140000,1837013,0
PA,00657700,Upmc Shadyside,Pennsylvania,345358,542395,949000,1836753,0
KY,03885300,Employment Solutions,Kentucky,275569,483506,1074000,1833075,0
MO,03068600,Special School District Of St. Louis County,Missouri,333269,534788,961000,1829057,0
FL,03411400,International Training Careers,Florida,397293,522735,904000,1824028,0
TX,03426300,College Of Health Care Professions (The),Texas,1823842,0,0,1823842,0
MA,00219400,New England Conservatory Of Music,Massachusetts,367317,520449,934000,1821766,0
NY,02093700,Long Island Business Institute,New York,1821234,0,0,1821234,0
CA,03639300,West Coast Ultrasound Institute,California,1805882,0,0,1805882,0
IL,00624000,Saint Francis Medical Center College Of Nursing,Illinois,318356,538606,946000,1802962,0
TX,00356200,Dallas Theological Seminary,Texas,306745,523837,969000,1799582,0
PA,00322800,Bryn Athyn College Of The New Church,Pennsylvania,348922,527749,922000,1798671,0
MO,01320800,Baptist Bible College,Missouri,360668,568398,869000,1798066,0
PA,02127400,Yti Career Institute,Pennsylvania,1793845,0,0,1793845,0
NJ,04131100,Yeshiva Toras Chaim,New Jersey,347751,527203,917000,1791954,0
NY,01302600,Machzikei Hadath Rabbinical College,New York,346953,528178,915000,1790131,0
AZ,01168900,Refrigeration School (The),Arizona,1786314,0,0,1786314,0
CA,00116900,Claremont Graduate University,California,295107,522077,966000,1783184,186766000
OH,00649400,Good Samaritan College Of Nursing And Health Science,Ohio,270661,550028,961000,1781689,0
NY,00278400,New York Medical College,New York,374257,493127,912000,1779384,83043000
NJ,00860900,Rabbinical College Of America,New Jersey,347256,520890,911000,1779146,0
FL,03903500,Southern Technical College,Florida,1776085,0,0,1776085,0
MO,00245800,Cottey College,Missouri,334857,525514,915000,1775371,110200000
CA,03814400,Soka University Of America,California,351126,511076,912000,1774202,0
OK,01071700,Great Plains Technology Center School District Number 9,Oklahoma,353682,517164,899000,1769846,0
OH,04224300,Valor Christian College,Ohio,294534,546901,927000,1768435,0
MT,02610900,Stone Child College,Montana,216798,547688,1000000,1764486,0
NJ,02192200,Thomas Edison State University,New Jersey,17249,633035,1113000,1763284,0
MD,00143600,Capitol Technology University,Maryland,288665,531807,936000,1756472,0
GA,01077100,Gupton-Jones College Of Funeral Service,Georgia,275886,538259,933000,1747145,0
TN,00535200,Tennessee College Of Applied Technology-Mckenzie,Tennessee,321987,495548,927000,1744535,0
MT,00252800,Miles Community College,Montana,246778,541465,953000,1741243,0
CA,04118800,New York Film Academy,California,1739271,0,0,1739271,0
OH,02562300,Apollo Career Center,Ohio,168199,544541,1026000,1738740,0
CA,04193700,John Paul The Great Catholic University,California,343805,506092,886000,1735897,0
PR,02335500,Theological University Of The Caribbean,Puerto Rico,281192,525906,919000,1726098,0
NY,01054900,Kehilath Yakov Rabbinical Seminary,New York,334422,507413,884000,1725835,0
NJ,03424500,New Community Career And Technical Institute,New Jersey,289766,475626,956000,1721392,0
PA,01086000,Greater Altoona Career & Technology Center,Pennsylvania,291116,520740,906000,1717856,0
NY,03000100,Yeshiva Gedolah Imrei Yosef D'Spinka,New York,326856,508501,880000,1715357,0
TN,00535800,Tennessee College Of Applied Technology - Athens,Tennessee,246105,531907,937000,1715012,0
MO,04255700,Bolivar Technical College,Missouri,240473,537712,935000,1713185,0
CA,00120000,Fuller Theological Seminary,California,293342,497198,919000,1709540,0
KS,00549900,Salina Area Technical College,Kansas,203959,539924,964000,1707883,0
VA,01033800,Eastern Virginia Medical School,Virginia,329653,482539,892000,1704192,107959000
OH,02189000,Mid-East Career And Technology Centers - Adult Education,Ohio,362414,490347,851000,1703761,0
IL,02068100,Adler University,Illinois,260680,502259,929000,1691939,0
VT,00368600,Goddard College,Vermont,320334,497499,874000,1691833,0
FL,03123900,Southeastern College,Florida,1689659,0,0,1689659,0
MI,02618400,Michigan Career And Technical Institute,Michigan,238067,526316,921000,1685383,0
OH,01088000,Chatfield College,Ohio,260540,519257,903000,1682797,0
MA,00974700,Gordon Conwell Theological Seminary,Massachusetts,267766,495574,917000,1680340,0
OK,00834300,Autry Technology Center District No.15,Oklahoma,307354,493832,877000,1678186,0
CA,02309500,Clovis Adult Education,California,166012,435456,1074000,1675468,0
MI,03066600,Bay Mills Community College,Michigan,222497,528866,922000,1673363,0
PR,02163300,Universidad Central Del Caribe,Puerto Rico,305084,494244,872000,1671328,0
CO,00887100,Concorde Career College,Colorado,1667137,0,0,1667137,0
IA,00712100,Faith Baptist Bible College & Theological Seminary,Iowa,297034,496725,869000,1662759,0
WV,04119000,Eastern West Virginia Community & Technical College,West Virginia,211888,524164,918000,1654052,0
IA,03069100,Allen College,Iowa,282895,490373,871000,1644268,0
IL,00754900,Coyne College,Illinois,1641135,0,0,1641135,0
NY,02506000,Associated Beth Rivkah Schools,New York,284824,495633,859000,1639457,0
OH,03015300,Ehove Career Center,Ohio,228724,513389,896000,1638113,0
AZ,03572300,East Valley Institute Of Technology,Arizona,236123,503990,897000,1637113,0
FL,04146200,Emerald Coast Technical College,Florida,305110,484527,847000,1636637,0
OH,02272700,Columbiana County Vocational School District,Ohio,242978,506736,878000,1627714,0
TX,03516300,King'S University (The),Texas,274750,490625,862000,1627375,0
NC,03104200,Carolinas College Of Health Sciences,North Carolina,268630,489746,864000,1622376,0
FL,02297000,Charlotte Technical College,Florida,248791,489765,883000,1621556,0
NY,00740100,Mandl School,New York,1620451,0,0,1620451,0
CA,02075800,Southern California Institute Of Architecture (The),California,339620,458145,822000,1619765,0
OR,04194900,Tillamook Bay Community College,Oregon,315778,472016,831000,1618794,0
CA,03427500,University Of Antelope Valley,California,1613796,0,0,1613796,0
TX,02555400,University Of Texas Md Anderson Cancer Center,Texas,285840,478904,844000,1608744,0
ME,01138500,College Of The Atlantic,Maine,303385,473835,830000,1607220,0
KY,04178000,Simmons College Of Kentucky,Kentucky,240805,499431,866000,1606236,0
CA,02542300,National Holistic Institute,California,1602448,0,0,1602448,0
NY,02505800,Yeshiva Karlin Stolin,New York,306121,462864,830000,1598985,0
NY,00702600,Icahn School Of Medicine At Mount Sinai,New York,336074,442990,819000,1598064,0
MN,01173200,Mayo Clinic College Of Medicine And Science,Minnesota,328294,446290,821000,1595584,0
WV,02073400,Carver Career And Technical Education Center,West Virginia,307983,470190,816000,1594173,0
TN,00971000,Tennessee College Of Applied Technology - Oneida/Huntsville,Tennessee,213467,460696,920000,1594163,0
FL,02159600,Baptist College Of Florida (The),Florida,262085,483725,846000,1591810,0
MA,00964500,Bard College At Simon'S Rock,Massachusetts,312339,463190,815000,1590529,0
TN,02092800,Tennessee College Of Applied Technology Whiteville,Tennessee,203162,461879,925000,1590041,0
FL,02601600,Brewster Technical College,Florida,179902,507564,898000,1585466,0
PR,02343600,Institute Of Beauty Careers,Puerto Rico,1583438,0,0,1583438,0
CO,01014800,Colorado Technical University,Colorado,1581179,0,0,1581179,0
MT,02286600,Little Big Horn College,Montana,260189,479458,839000,1578647,0
AZ,03784400,Tohono O'Odham Community College,Arizona,199279,508878,870000,1578157,0
GA,02583000,Gwinnett College,Georgia,1577669,0,0,1577669,0
PA,00656500,Reading Hospital School Of Health Sciences,Pennsylvania,269244,475342,833000,1577586,0
PA,01000600,Greater Johnstown Area Vocational Technical School,Pennsylvania,255046,481436,837000,1573482,0
OR,00319100,Concordia University,Oregon,1572272,0,0,1572272,0
MA,00396600,Boston Architectural College,Massachusetts,279755,460236,819000,1558991,11822000
NY,04117100,E.D.P. School,New York,259277,475810,823000,1558087,0
FL,04162500,Hollywood Institute Of Beauty Careers,Florida,1554527,0,0,1554527,0
MA,00633100,Lawrence Memorial Hospital School Of Nursing,Massachusetts,238782,478023,837000,1553805,0
IA,02328900,Emmaus Bible College,Iowa,313744,451587,787000,1552331,0
MA,00975600,University Of Massachusetts Medical School,Massachusetts,310132,435006,804000,1549138,0
CA,02138300,Palo Alto University,California,303711,438443,796000,1538154,0
PA,02536600,Commonwealth Technical Institute,Pennsylvania,268150,460825,807000,1535975,0
CA,03113600,Southern California Institute Of Technology,California,1535401,0,0,1535401,0
CA,02262400,Yeshiva Ohr Elchonon Chabad - West Coast Talmudical Seminary,California,286933,453332,788000,1528265,0
NC,00647700,Cabarrus College Of Health Sciences,North Carolina,253120,462682,812000,1527802,0
OH,00813200,Toledo Public Schools Adult And Continuing Education,Ohio,219334,471735,832000,1523069,0
MO,02361600,Concorde Career College,Missouri,1519727,0,0,1519727,0
PA,02282500,Lenape Technical School,Pennsylvania,267853,457121,793000,1517974,0
VA,00372600,American National University,Virginia,1508237,0,0,1508237,0
VA,00374200,Sweet Briar College,Virginia,272489,448436,786000,1506925,0
OH,01092300,Union Institute & University,Ohio,187502,476989,836000,1500491,0
OK,01026600,Randall University,Oklahoma,250159,455448,793000,1498607,0
CO,03006300,Ibmc College,Colorado,1497661,0,0,1497661,0
PA,01162100,Automotive Training Center,Pennsylvania,1497626,0,0,1497626,0
CA,00394800,San Francisco Art Institute,California,283166,438533,773000,1494699,0
ND,02236500,Cankdeska Cikana (Little Hoop) Community College,North Dakota,216968,466352,810000,1493320,0
CA,03029600,Pomona Adult School,California,245993,453341,787000,1486334,0
AK,00106100,Alaska Pacific University,Alaska,254627,445957,784000,1484584,0
TX,02230500,Ogle School Hair Skin Nails,Texas,1482600,0,0,1482600,0
NY,01182100,Yeshivath Zichron Moshe,New York,287275,435215,759000,1481490,0
CA,03695300,Community Enhancement Services,California,267036,443325,768000,1478361,0
LA,00806700,Louisiana State University Health Sciences Center In Shreveport,Louisiana,316992,407364,750000,1474356,0
CA,04228100,High Desert Medical College,California,1472341,0,0,1472341,0
MN,04227800,Bethany Global University,Minnesota,261065,438908,767000,1466973,0
IL,02117400,Beck School Of Practical Nursing,Illinois,274401,402122,782000,1458523,0
TX,02548800,South Texas Vocational Technical Institute,Texas,1455120,0,0,1455120,0
KY,00195300,Asbury Theological Seminary,Kentucky,260367,419058,775000,1454425,150440000
OH,00301100,Art Academy Of Cincinnati,Ohio,247921,440321,766000,1454242,0
SD,00405700,National American University,South Dakota,1453446,0,0,1453446,0
PA,02269900,Pennsylvania College Of Art & Design,Pennsylvania,275900,427928,746000,1449828,0
NY,00267700,Brooklyn Law School,New York,251110,417427,772000,1440537,0
WI,03125100,College Of Menominee Nation,Wisconsin,174970,461052,802000,1438022,0
NC,00703100,Pamlico Community College,North Carolina,222221,440805,774000,1437026,0
TN,03001800,Welch College,Tennessee,230280,437532,767000,1434812,0
NM,01300500,Olympian Academy Of Cosmetology,New Mexico,1430238,0,0,1430238,0
OH,02336300,Knox County Career Center,Ohio,168704,457494,801000,1427198,0
